date,target close,open,high,low,percentage
2019-02-08,2707.88,2692.36,2708.07,2681.83,0.07
2019-02-07,2706.05,2717.53,2719.32,2687.26,-0.94
2019-02-06,2731.61,2735.05,2738.08,2724.15,-0.22
2019-02-05,2737.7,2728.34,2738.98,2724.03,0.47
2019-02-04,2724.87,2706.49,2724.99,2698.75,0.68
2019-02-01,2706.53,2702.32,2716.66,2696.88,0.09
2019-01-31,2704.1,2685.49,2708.95,2678.65,0.86
2019-01-30,2681.05,2653.62,2690.44,2648.34,1.55
2019-01-29,2640.0,2644.89,2650.93,2631.05,-0.15
2019-01-28,2643.85,2644.97,2644.97,2624.06,-0.78
2019-01-25,2664.76,2657.44,2672.38,2657.33,0.85
2019-01-24,2642.33,2638.84,2647.2,2627.01,0.14
2019-01-23,2638.7,2643.48,2653.19,2612.86,0.22
2019-01-22,2632.9,2657.88,2657.88,2617.27,-1.42
2019-01-18,2670.71,2651.27,2675.47,2647.58,1.32
2019-01-17,2635.96,2609.28,2645.06,2606.36,0.76
2019-01-16,2616.1,2614.75,2625.76,2612.68,0.22
2019-01-15,2610.3,2585.1,2613.08,2585.1,1.07
2019-01-14,2582.61,2580.31,2589.32,2570.41,-0.53
2019-01-11,2596.26,2588.11,2596.27,2577.4,-0.01
2019-01-10,2596.64,2573.51,2597.82,2562.02,0.45
2019-01-09,2584.96,2580.0,2595.32,2568.89,0.41
2019-01-08,2574.41,2568.11,2579.82,2547.56,0.97
2019-01-07,2549.69,2535.61,2566.16,2524.56,0.7
2019-01-04,2531.94,2474.33,2538.07,2474.33,3.43
2019-01-03,2447.89,2491.92,2493.14,2443.96,-2.48
2019-01-02,2510.03,2476.96,2519.49,2467.47,0.13
2018-12-31,2506.85,2498.94,2509.24,2482.82,0.85
2018-12-28,2485.74,2498.77,2520.27,2472.89,-0.12
2018-12-27,2488.83,2442.5,2489.1,2397.94,0.86
2018-12-26,2467.7,2363.12,2467.76,2346.58,4.96
2018-12-24,2351.1,2400.56,2410.34,2351.1,-2.71
2018-12-21,2416.62,2465.38,2504.41,2408.55,-2.06
2018-12-20,2467.42,2496.77,2509.63,2441.18,-1.58
2018-12-19,2506.96,2547.05,2585.29,2488.96,-1.54
2018-12-18,2546.16,2559.9,2573.99,2528.71,0.01
2018-12-17,2545.94,2590.75,2601.13,2530.54,-2.08
2018-12-14,2599.95,2629.68,2635.07,2593.84,-1.91
2018-12-13,2650.54,2658.7,2670.19,2637.27,-0.02
2018-12-12,2651.07,2658.23,2685.44,2650.26,0.54
2018-12-11,2636.78,2664.44,2674.35,2621.3,-0.04
2018-12-10,2637.72,2630.86,2647.51,2583.23,0.18
2018-12-07,2633.08,2691.26,2708.54,2623.14,-2.33
2018-12-06,2695.95,2663.51,2696.15,2621.53,-0.15
2018-12-04,2700.06,2782.43,2785.93,2697.18,-3.24
2018-12-03,2790.37,2790.5,2800.18,2773.38,1.09
2018-11-30,2760.17,2737.76,2760.88,2732.76,0.82
2018-11-29,2737.76,2736.97,2753.75,2722.94,-0.22
2018-11-28,2743.79,2691.45,2744.0,2684.38,2.3
2018-11-27,2682.17,2663.75,2682.53,2655.89,0.33
2018-11-26,2673.45,2649.97,2674.35,2649.97,1.55
2018-11-23,2632.56,2633.36,2647.55,2631.09,-0.66
2018-11-21,2649.93,2657.74,2670.73,2649.82,0.3
2018-11-20,2641.89,2654.6,2669.44,2631.52,-1.82
2018-11-19,2690.73,2730.74,2733.16,2681.09,-1.66
2018-11-16,2736.27,2718.54,2746.75,2712.16,0.22
2018-11-15,2730.2,2693.52,2735.38,2670.75,1.06
2018-11-14,2701.58,2737.9,2746.8,2685.75,-0.76
2018-11-13,2722.18,2730.05,2754.6,2714.98,-0.15
2018-11-12,2726.22,2773.93,2775.99,2722.0,-1.97
2018-11-09,2781.01,2794.1,2794.1,2764.24,-0.92
2018-11-08,2806.83,2806.38,2814.75,2794.99,-0.25
2018-11-07,2813.89,2774.13,2815.15,2774.13,2.12
2018-11-06,2755.45,2738.4,2756.82,2737.08,0.63
2018-11-05,2738.31,2726.37,2744.27,2717.94,0.56
2018-11-02,2723.06,2745.45,2756.55,2700.44,-0.63
2018-11-01,2740.37,2717.58,2741.67,2708.85,1.06
2018-10-31,2711.74,2705.6,2736.69,2705.6,1.09
2018-10-30,2682.63,2640.68,2685.43,2635.34,1.57
2018-10-29,2641.25,2682.65,2706.85,2603.54,-0.66
2018-10-26,2658.69,2667.86,2692.38,2628.16,-1.73
2018-10-25,2705.57,2674.88,2722.7,2667.84,1.86
2018-10-24,2656.1,2737.87,2742.59,2651.89,-3.09
2018-10-23,2740.69,2721.03,2753.59,2691.43,-0.55
2018-10-22,2755.88,2773.94,2778.94,2749.22,-0.43
2018-10-19,2767.78,2775.66,2797.77,2760.27,-0.04
2018-10-18,2768.78,2802.0,2806.04,2755.18,-1.44
2018-10-17,2809.21,2811.67,2816.94,2781.81,-0.03
2018-10-16,2809.92,2767.05,2813.46,2766.91,2.15
2018-10-15,2750.79,2763.83,2775.99,2749.03,-0.59
2018-10-12,2767.13,2770.54,2775.77,2729.44,1.42
2018-10-11,2728.37,2776.87,2795.14,2710.51,-2.06
2018-10-10,2785.68,2873.9,2874.02,2784.86,-3.29
2018-10-09,2880.34,2882.51,2894.83,2874.27,-0.14
2018-10-08,2884.43,2877.53,2889.45,2862.08,-0.04
2018-10-05,2885.57,2902.54,2909.64,2869.29,-0.55
2018-10-04,2901.61,2919.35,2919.78,2883.92,-0.82
2018-10-03,2925.51,2931.69,2939.86,2921.36,0.07
2018-10-02,2923.43,2923.8,2931.42,2919.37,-0.04
2018-10-01,2924.59,2926.29,2937.06,2917.91,0.36
2018-09-28,2913.98,2910.03,2920.53,2907.5,0.0
2018-09-27,2914.0,2911.65,2927.22,2909.27,0.28
2018-09-26,2905.97,2916.98,2931.15,2903.28,-0.33
2018-09-25,2915.56,2921.75,2923.95,2913.7,-0.13
2018-09-24,2919.37,2921.83,2923.79,2912.63,-0.35
2018-09-21,2929.67,2936.76,2940.91,2927.11,-0.04
2018-09-20,2930.75,2919.73,2934.8,2919.73,0.78
2018-09-19,2907.95,2906.6,2912.36,2903.82,0.13
2018-09-18,2904.31,2890.74,2911.17,2890.43,0.54
2018-09-17,2888.8,2903.83,2904.65,2886.16,-0.56
2018-09-14,2904.98,2906.38,2908.3,2895.77,0.03
2018-09-13,2904.18,2896.85,2906.76,2896.39,0.53
2018-09-12,2888.92,2888.29,2894.65,2879.2,0.04
2018-09-11,2887.89,2871.57,2892.52,2866.78,0.37
2018-09-10,2877.13,2881.39,2886.93,2875.94,0.19
2018-09-07,2871.68,2868.26,2883.81,2864.12,-0.22
2018-09-06,2878.05,2888.64,2892.05,2867.29,-0.37
2018-09-05,2888.6,2891.59,2894.21,2876.92,-0.28
2018-09-04,2896.72,2896.96,2900.18,2885.13,-0.17
2018-08-31,2901.52,2898.37,2906.32,2891.73,0.01
2018-08-30,2901.13,2908.94,2912.46,2895.22,-0.44
2018-08-29,2914.04,2900.62,2916.5,2898.4,0.57
2018-08-28,2897.52,2901.45,2903.77,2893.5,0.03
2018-08-27,2896.74,2884.69,2898.25,2884.69,0.77
2018-08-24,2874.69,2862.35,2876.16,2862.35,0.62
2018-08-23,2856.98,2860.29,2868.78,2854.03,-0.17
2018-08-22,2861.82,2860.99,2867.54,2856.05,-0.04
2018-08-21,2862.96,2861.51,2873.23,2861.32,0.21
2018-08-20,2857.05,2853.93,2859.76,2850.62,0.24
2018-08-17,2850.13,2838.32,2855.63,2833.73,0.33
2018-08-16,2840.69,2831.44,2850.49,2831.44,0.79
2018-08-15,2818.37,2827.95,2827.95,2802.49,-0.76
2018-08-14,2839.96,2827.88,2843.11,2826.58,0.64
2018-08-13,2821.93,2835.46,2843.4,2819.88,-0.4
2018-08-10,2833.28,2839.64,2842.2,2825.81,-0.71
2018-08-09,2853.58,2857.19,2862.48,2851.98,-0.14
2018-08-08,2857.7,2856.79,2862.44,2853.09,-0.03
2018-08-07,2858.45,2855.92,2863.43,2855.92,0.28
2018-08-06,2850.4,2840.29,2853.29,2835.98,0.35
2018-08-03,2840.35,2829.62,2840.38,2827.37,0.46
2018-08-02,2827.22,2800.48,2829.91,2796.34,0.49
2018-08-01,2813.36,2821.17,2825.83,2805.85,-0.1
2018-07-31,2816.29,2809.73,2824.46,2808.06,0.49
2018-07-30,2802.6,2819.0,2821.74,2798.11,-0.58
2018-07-27,2818.82,2842.35,2843.17,2808.34,-0.66
2018-07-26,2837.44,2835.49,2845.57,2835.26,-0.3
2018-07-25,2846.07,2817.73,2848.03,2817.73,0.91
2018-07-24,2820.4,2820.68,2829.99,2811.12,0.48
2018-07-23,2806.98,2799.17,2808.61,2795.14,0.18
2018-07-20,2801.83,2804.55,2809.7,2800.01,-0.09
2018-07-19,2804.49,2809.37,2812.05,2799.77,-0.4
2018-07-18,2815.62,2811.35,2816.76,2805.89,0.22
2018-07-17,2809.55,2789.34,2814.19,2789.24,0.4
2018-07-16,2798.43,2801.43,2803.71,2793.39,-0.1
2018-07-13,2801.31,2796.93,2804.53,2791.69,0.11
2018-07-12,2798.29,2783.14,2799.22,2781.53,0.87
2018-07-11,2774.02,2779.82,2785.91,2770.77,-0.71
2018-07-10,2793.84,2788.56,2795.58,2786.24,0.35
2018-07-09,2784.17,2768.51,2784.65,2768.51,0.88
2018-07-06,2759.82,2737.68,2764.41,2733.52,0.85
2018-07-05,2736.61,2724.19,2737.83,2716.02,0.86
2018-07-03,2713.22,2733.27,2736.58,2711.16,-0.49
2018-07-02,2726.71,2704.95,2727.26,2698.95,0.31
2018-06-29,2718.37,2727.13,2743.26,2718.03,0.08
2018-06-28,2716.31,2698.69,2724.34,2691.99,0.62
2018-06-27,2699.63,2728.45,2746.09,2699.38,-0.86
2018-06-26,2723.06,2722.12,2732.91,2715.6,0.22
2018-06-25,2717.07,2742.94,2742.94,2698.67,-1.37
2018-06-22,2754.88,2760.79,2764.17,2752.68,0.19
2018-06-21,2749.76,2769.28,2769.28,2744.39,-0.63
2018-06-20,2767.32,2769.73,2774.86,2763.91,0.17
2018-06-19,2762.59,2752.01,2765.05,2743.19,-0.4
2018-06-18,2773.75,2765.79,2774.99,2757.12,-0.21
2018-06-15,2779.66,2777.78,2782.81,2761.73,-0.1
2018-06-14,2782.49,2783.21,2789.06,2776.52,0.25
2018-06-13,2775.63,2787.94,2791.47,2774.65,-0.4
2018-06-12,2786.85,2785.6,2789.8,2778.78,0.17
2018-06-11,2782.0,2780.18,2790.21,2780.17,0.11
2018-06-08,2779.03,2765.84,2779.39,2763.59,0.31
2018-06-07,2770.37,2774.84,2779.9,2760.16,-0.07
2018-06-06,2772.35,2753.25,2772.39,2748.46,0.86
2018-06-05,2748.8,2748.46,2752.61,2739.51,0.07
2018-06-04,2746.87,2741.67,2749.16,2740.54,0.45
2018-06-01,2734.62,2718.7,2736.93,2718.7,1.08
2018-05-31,2705.27,2720.98,2722.5,2700.68,-0.69
2018-05-30,2724.01,2702.43,2729.34,2702.43,1.27
2018-05-29,2689.86,2705.11,2710.67,2676.81,-1.16
2018-05-25,2721.33,2723.6,2727.36,2714.99,-0.24
2018-05-24,2727.76,2730.94,2731.97,2707.38,-0.2
2018-05-23,2733.29,2713.98,2733.33,2709.54,0.32
2018-05-22,2724.44,2738.34,2742.24,2721.88,-0.31
2018-05-21,2733.01,2725.95,2739.19,2725.7,0.74
2018-05-18,2712.97,2717.35,2719.5,2709.18,-0.26
2018-05-17,2720.13,2719.71,2731.96,2711.36,-0.09
2018-05-16,2722.46,2712.62,2727.76,2712.17,0.41
2018-05-15,2711.45,2718.59,2718.59,2701.91,-0.68
2018-05-14,2730.13,2733.37,2742.1,2725.47,0.09
2018-05-11,2727.72,2722.7,2732.86,2717.45,0.17
2018-05-10,2723.07,2705.02,2726.11,2704.54,0.94
2018-05-09,2697.79,2678.12,2701.27,2674.14,0.97
2018-05-08,2671.92,2670.26,2676.34,2655.2,-0.03
2018-05-07,2672.63,2669.36,2683.35,2664.7,0.35
2018-05-04,2663.42,2621.45,2670.93,2615.32,1.28
2018-05-03,2629.73,2628.08,2637.14,2594.62,-0.23
2018-05-02,2635.67,2654.24,2660.87,2631.7,-0.72
2018-05-01,2654.8,2643.64,2655.27,2625.41,0.25
2018-04-30,2648.05,2675.05,2682.92,2648.04,-0.82
2018-04-27,2669.91,2675.47,2677.35,2659.01,0.11
2018-04-26,2666.94,2651.65,2676.48,2647.16,1.04
2018-04-25,2639.4,2634.92,2645.3,2612.67,0.18
2018-04-24,2634.56,2680.8,2683.55,2617.32,-1.34
2018-04-23,2670.29,2675.4,2682.86,2657.99,0.01
2018-04-20,2670.14,2692.56,2693.94,2660.61,-0.85
2018-04-19,2693.13,2701.16,2702.84,2681.9,-0.57
2018-04-18,2708.64,2710.11,2717.49,2703.63,0.08
2018-04-17,2706.39,2692.74,2713.34,2692.05,1.07
2018-04-16,2677.84,2670.1,2686.49,2665.16,0.81
2018-04-13,2656.3,2676.9,2680.26,2645.05,-0.29
2018-04-12,2663.99,2653.83,2674.72,2653.83,0.83
2018-04-11,2642.19,2643.89,2661.43,2639.25,-0.55
2018-04-10,2656.87,2638.41,2665.45,2635.78,1.67
2018-04-09,2613.16,2617.18,2653.55,2610.79,0.33
2018-04-06,2604.47,2645.82,2656.88,2586.27,-2.19
2018-04-05,2662.84,2657.36,2672.08,2649.58,0.69
2018-04-04,2644.69,2584.04,2649.86,2573.61,1.16
2018-04-03,2614.45,2592.17,2619.14,2575.49,1.26
2018-04-02,2581.88,2633.45,2638.3,2553.8,-2.23
2018-03-29,2640.87,2614.41,2659.07,2609.72,1.38
2018-03-28,2605.0,2611.3,2632.65,2593.06,-0.29
2018-03-27,2612.62,2667.57,2674.78,2596.12,-1.73
2018-03-26,2658.55,2619.35,2661.36,2601.81,2.72
2018-03-23,2588.26,2646.71,2657.67,2585.89,-2.1
2018-03-22,2643.69,2691.36,2695.68,2641.59,-2.52
2018-03-21,2711.93,2714.99,2739.14,2709.79,-0.18
2018-03-20,2716.94,2715.05,2724.22,2710.05,0.15
2018-03-19,2712.92,2741.38,2741.38,2694.59,-1.42
2018-03-16,2752.01,2750.57,2761.85,2749.97,0.17
2018-03-15,2747.33,2754.27,2763.03,2741.47,-0.08
2018-03-14,2749.48,2774.06,2777.11,2744.38,-0.57
2018-03-13,2765.31,2792.31,2801.9,2758.68,-0.64
2018-03-12,2783.02,2790.54,2796.98,2779.26,-0.13
2018-03-09,2786.57,2752.91,2786.57,2751.54,1.74
2018-03-08,2738.97,2732.75,2740.45,2722.65,0.45
2018-03-07,2726.8,2710.18,2730.6,2701.74,-0.05
2018-03-06,2728.12,2730.18,2732.08,2711.26,0.26
2018-03-05,2720.94,2681.06,2728.09,2675.75,1.1
2018-03-02,2691.25,2658.89,2696.25,2647.32,0.51
2018-03-01,2677.67,2715.22,2730.89,2659.65,-1.33
2018-02-28,2713.83,2753.78,2761.52,2713.54,-1.11
2018-02-27,2744.28,2780.45,2789.15,2744.22,-1.27
2018-02-26,2779.6,2757.37,2780.64,2753.78,1.18
2018-02-23,2747.3,2715.8,2747.76,2713.74,1.6
2018-02-22,2703.96,2710.42,2731.26,2697.77,0.1
2018-02-21,2701.33,2720.53,2747.75,2701.29,-0.55
2018-02-20,2716.26,2722.99,2737.6,2706.76,-0.58
2018-02-16,2732.22,2727.14,2754.42,2725.11,0.04
2018-02-15,2731.2,2713.46,2731.51,2689.82,1.21
2018-02-14,2698.63,2651.21,2702.1,2648.87,1.34
2018-02-13,2662.94,2646.27,2668.84,2637.08,0.26
2018-02-12,2656.0,2636.75,2672.61,2622.45,1.39
2018-02-09,2619.55,2601.78,2638.67,2532.69,1.49
2018-02-08,2581.0,2685.01,2685.27,2580.56,-3.75
2018-02-07,2681.66,2690.95,2727.67,2681.33,-0.5
2018-02-06,2695.14,2614.78,2701.04,2593.07,1.74
2018-02-05,2648.94,2741.06,2763.39,2638.17,-4.1
2018-02-02,2762.13,2808.92,2808.92,2759.97,-2.12
2018-02-01,2821.98,2816.45,2835.96,2812.7,-0.06
2018-01-31,2823.81,2832.41,2839.26,2813.04,0.05
2018-01-30,2822.43,2832.74,2837.75,2818.27,-1.09
2018-01-29,2853.53,2867.23,2870.62,2851.48,-0.67
2018-01-26,2872.87,2847.48,2872.87,2846.18,1.18
2018-01-25,2839.25,2846.24,2848.56,2830.94,0.06
2018-01-24,2837.54,2845.42,2852.97,2824.81,-0.06
2018-01-23,2839.13,2835.05,2842.24,2830.59,0.22
2018-01-22,2832.97,2809.16,2833.03,2808.12,0.81
2018-01-19,2810.3,2802.6,2810.33,2798.08,0.44
2018-01-18,2798.03,2802.4,2805.83,2792.56,-0.16
2018-01-17,2802.56,2784.99,2807.04,2778.38,0.94
2018-01-16,2776.42,2798.96,2807.54,2768.64,-0.35
2018-01-12,2786.24,2770.18,2787.85,2769.64,0.67
2018-01-11,2767.56,2752.97,2767.56,2752.78,0.7
2018-01-10,2748.23,2745.55,2750.8,2736.06,-0.11
2018-01-09,2751.29,2751.15,2759.14,2747.86,0.13
2018-01-08,2747.71,2742.67,2748.51,2737.6,0.17
2018-01-05,2743.15,2731.33,2743.45,2727.92,0.7
2018-01-04,2723.99,2719.31,2729.29,2719.07,0.4
2018-01-03,2713.06,2697.85,2714.37,2697.77,0.64
2018-01-02,2695.81,2683.73,2695.89,2682.36,0.83
2017-12-29,2673.61,2689.15,2692.12,2673.61,-0.52
2017-12-28,2687.54,2686.1,2687.66,2682.69,0.18
2017-12-27,2682.62,2682.1,2685.64,2678.91,0.08
2017-12-26,2680.5,2679.09,2682.74,2677.96,-0.11
2017-12-22,2683.34,2684.22,2685.35,2678.13,-0.05
2017-12-21,2684.57,2683.02,2692.64,2682.4,0.2
2017-12-20,2679.25,2688.18,2691.01,2676.11,-0.08
2017-12-19,2681.47,2692.71,2694.44,2680.74,-0.32
2017-12-18,2690.16,2685.92,2694.97,2685.92,0.54
2017-12-15,2675.81,2660.63,2679.63,2659.14,0.9
2017-12-14,2652.01,2665.87,2668.09,2652.01,-0.41
2017-12-13,2662.85,2667.59,2671.88,2662.85,-0.05
2017-12-12,2664.11,2661.73,2669.72,2659.78,0.15
2017-12-11,2659.99,2652.19,2660.33,2651.47,0.32
2017-12-08,2651.5,2646.21,2651.65,2644.1,0.55
2017-12-07,2636.98,2628.38,2640.99,2626.53,0.29
2017-12-06,2629.27,2626.24,2634.41,2624.75,-0.01
2017-12-05,2629.57,2639.78,2648.72,2627.73,-0.37
2017-12-04,2639.44,2657.19,2665.19,2639.03,-0.11
2017-12-01,2642.22,2645.1,2650.62,2605.52,-0.2
2017-11-30,2647.58,2633.93,2657.74,2633.93,0.82
2017-11-29,2626.07,2627.82,2634.89,2620.32,-0.04
2017-11-28,2627.04,2605.94,2627.69,2605.44,0.98
2017-11-27,2601.42,2602.66,2606.41,2598.87,-0.04
2017-11-24,2602.42,2600.42,2604.21,2600.42,0.21
2017-11-22,2597.08,2600.31,2600.94,2595.23,-0.08
2017-11-21,2599.03,2589.17,2601.19,2589.17,0.65
2017-11-20,2582.14,2579.49,2584.64,2578.24,0.13
2017-11-17,2578.85,2582.94,2583.96,2577.62,-0.26
2017-11-16,2585.64,2572.95,2590.09,2572.95,0.82
2017-11-15,2564.62,2569.45,2572.84,2557.45,-0.55
2017-11-14,2578.87,2577.75,2579.66,2566.56,-0.23
2017-11-13,2584.84,2576.53,2587.66,2574.48,0.1
2017-11-10,2582.3,2580.18,2583.81,2575.57,-0.09
2017-11-09,2584.62,2584.0,2586.5,2566.33,-0.38
2017-11-08,2594.38,2588.71,2595.47,2585.02,0.14
2017-11-07,2590.64,2592.11,2597.02,2584.35,-0.02
2017-11-06,2591.13,2587.47,2593.38,2585.66,0.13
2017-11-03,2587.84,2581.93,2588.42,2576.77,0.31
2017-11-02,2579.85,2579.46,2581.11,2566.17,0.02
2017-11-01,2579.36,2583.21,2588.4,2574.92,0.16
2017-10-31,2575.26,2575.99,2578.29,2572.15,0.09
2017-10-30,2572.83,2577.75,2580.03,2568.25,-0.32
2017-10-27,2581.07,2570.26,2582.98,2565.94,0.81
2017-10-26,2560.4,2560.08,2567.07,2559.8,0.13
2017-10-25,2557.15,2566.52,2567.4,2544.0,-0.47
2017-10-24,2569.13,2568.66,2572.18,2565.58,0.16
2017-10-23,2564.98,2578.08,2578.29,2564.33,-0.4
2017-10-20,2575.21,2567.56,2575.44,2567.56,0.51
2017-10-19,2562.1,2553.39,2562.36,2547.92,0.03
2017-10-18,2561.26,2562.87,2564.11,2559.67,0.07
2017-10-17,2559.36,2557.17,2559.71,2554.69,0.07
2017-10-16,2557.64,2555.57,2559.47,2552.64,0.18
2017-10-13,2553.17,2555.66,2557.65,2552.09,0.09
2017-10-12,2550.93,2552.88,2555.33,2548.31,-0.17
2017-10-11,2555.24,2550.62,2555.24,2547.95,0.18
2017-10-10,2550.64,2549.99,2555.23,2544.86,0.23
2017-10-09,2544.73,2551.39,2551.82,2541.6,-0.18
2017-10-06,2549.33,2547.44,2549.41,2543.79,-0.11
2017-10-05,2552.07,2540.86,2552.51,2540.02,0.56
2017-10-04,2537.74,2533.48,2540.53,2531.8,0.12
2017-10-03,2534.58,2530.34,2535.13,2528.85,0.22
2017-10-02,2529.12,2521.2,2529.23,2520.4,0.39
2017-09-29,2519.36,2509.96,2519.44,2507.99,0.37
2017-09-28,2510.06,2503.41,2510.81,2502.93,0.12
2017-09-27,2507.04,2503.3,2511.75,2495.91,0.41
2017-09-26,2496.84,2501.04,2503.51,2495.12,0.01
2017-09-25,2496.66,2499.39,2502.54,2488.03,-0.22
2017-09-22,2502.22,2497.26,2503.47,2496.54,0.06
2017-09-21,2500.6,2507.16,2507.16,2499.0,-0.3
2017-09-20,2508.24,2506.84,2508.85,2496.67,0.06
2017-09-19,2506.65,2506.29,2507.84,2503.19,0.11
2017-09-18,2503.87,2502.51,2508.32,2499.92,0.15
2017-09-15,2500.23,2495.67,2500.23,2493.16,0.18
2017-09-14,2495.62,2494.56,2498.43,2491.35,-0.11
2017-09-13,2498.37,2493.89,2498.37,2492.14,0.08
2017-09-12,2496.48,2491.94,2496.77,2490.37,0.34
2017-09-11,2488.11,2474.52,2488.95,2474.52,1.08
2017-09-08,2461.43,2462.25,2467.11,2459.4,-0.15
2017-09-07,2465.1,2468.06,2468.62,2460.29,-0.02
2017-09-06,2465.54,2463.83,2469.64,2459.2,0.31
2017-09-05,2457.85,2470.35,2471.97,2446.55,-0.76
2017-09-01,2476.55,2474.42,2480.38,2473.85,0.2
2017-08-31,2471.65,2462.65,2475.01,2462.65,0.57
2017-08-30,2457.59,2446.06,2460.31,2443.77,0.46
2017-08-29,2446.3,2431.94,2449.19,2428.2,0.08
2017-08-28,2444.24,2447.35,2449.12,2439.03,0.05
2017-08-25,2443.05,2444.72,2453.96,2442.22,0.17
2017-08-24,2438.97,2447.91,2450.39,2436.19,-0.21
2017-08-23,2444.04,2444.88,2448.91,2441.42,-0.35
2017-08-22,2452.51,2433.75,2454.77,2433.67,0.99
2017-08-21,2428.37,2425.5,2430.58,2417.35,0.12
2017-08-18,2425.55,2427.64,2440.27,2420.69,-0.18
2017-08-17,2430.01,2462.95,2465.02,2430.01,-1.54
2017-08-16,2468.11,2468.63,2474.93,2463.86,0.14
2017-08-15,2464.61,2468.66,2468.9,2461.61,-0.05
2017-08-14,2465.84,2454.96,2468.22,2454.96,1.0
2017-08-11,2441.32,2441.04,2448.09,2437.85,0.13
2017-08-10,2438.21,2465.38,2465.38,2437.75,-1.45
2017-08-09,2474.02,2465.35,2474.41,2462.08,-0.04
2017-08-08,2474.92,2478.35,2490.87,2470.32,-0.24
2017-08-07,2480.91,2477.14,2480.95,2475.88,0.16
2017-08-04,2476.83,2476.88,2480.0,2472.08,0.19
2017-08-03,2472.16,2476.03,2476.03,2468.85,-0.22
2017-08-02,2477.57,2480.38,2480.38,2466.48,0.05
2017-08-01,2476.35,2477.1,2478.51,2471.14,0.24
2017-07-31,2470.3,2475.94,2477.96,2468.53,-0.07
2017-07-28,2472.1,2469.12,2473.53,2464.66,-0.13
2017-07-27,2475.42,2482.76,2484.04,2459.93,-0.1
2017-07-26,2477.83,2479.97,2481.69,2474.94,0.03
2017-07-25,2477.13,2477.88,2481.24,2474.91,0.29
2017-07-24,2469.91,2472.04,2473.1,2466.32,-0.11
2017-07-21,2472.54,2467.4,2472.54,2465.06,-0.04
2017-07-20,2473.45,2475.56,2477.62,2468.43,-0.02
2017-07-19,2473.83,2463.85,2473.83,2463.85,0.54
2017-07-18,2460.61,2455.88,2460.92,2450.34,0.06
2017-07-17,2459.14,2459.5,2462.82,2457.16,-0.01
2017-07-14,2459.27,2449.16,2463.54,2446.69,0.47
2017-07-13,2447.83,2444.99,2449.32,2441.69,0.19
2017-07-12,2443.25,2435.75,2445.76,2435.75,0.73
2017-07-11,2425.53,2427.35,2429.3,2412.79,-0.08
2017-07-10,2427.43,2424.51,2432.0,2422.27,0.09
2017-07-07,2425.18,2413.52,2426.92,2413.52,0.64
2017-07-06,2409.75,2423.44,2424.28,2407.7,-0.94
2017-07-05,2432.54,2430.78,2434.9,2422.05,0.15
2017-07-03,2429.01,2431.39,2439.17,2428.69,0.23
2017-06-30,2423.41,2429.2,2432.71,2421.65,0.15
2017-06-29,2419.7,2442.38,2442.73,2405.7,-0.86
2017-06-28,2440.69,2428.7,2442.97,2428.02,0.88
2017-06-27,2419.38,2436.34,2440.15,2419.38,-0.81
2017-06-26,2439.07,2443.32,2450.42,2437.03,0.03
2017-06-23,2438.3,2434.65,2441.4,2431.11,0.16
2017-06-22,2434.5,2437.4,2441.62,2433.27,-0.05
2017-06-21,2435.61,2439.31,2442.23,2430.74,-0.06
2017-06-20,2437.03,2450.66,2450.66,2436.6,-0.67
2017-06-19,2453.46,2442.55,2453.82,2441.79,0.83
2017-06-16,2433.15,2431.24,2433.15,2422.88,0.03
2017-06-15,2432.46,2424.14,2433.95,2418.53,-0.22
2017-06-14,2437.92,2443.75,2443.75,2428.34,-0.1
2017-06-13,2440.35,2434.15,2441.49,2431.28,0.45
2017-06-12,2429.39,2425.88,2430.38,2419.97,-0.1
2017-06-09,2431.77,2436.39,2446.2,2415.7,-0.08
2017-06-08,2433.79,2434.27,2439.27,2427.94,0.03
2017-06-07,2433.14,2432.03,2435.28,2424.75,0.16
2017-06-06,2429.33,2431.92,2436.21,2428.12,-0.28
2017-06-05,2436.1,2437.83,2439.55,2434.32,-0.12
2017-06-02,2439.07,2431.28,2440.23,2427.71,0.37
2017-06-01,2430.06,2415.65,2430.06,2413.54,0.76
2017-05-31,2411.8,2415.63,2415.99,2403.59,-0.05
2017-05-30,2412.91,2411.67,2415.26,2409.43,-0.12
2017-05-26,2415.82,2414.5,2416.68,2412.2,0.03
2017-05-25,2415.07,2409.54,2418.71,2408.01,0.44
2017-05-24,2404.39,2401.41,2405.58,2397.99,0.25
2017-05-23,2398.42,2397.04,2400.85,2393.88,0.18
2017-05-22,2394.02,2387.21,2395.46,2386.92,0.52
2017-05-19,2381.73,2371.37,2389.06,2370.43,0.68
2017-05-18,2365.72,2354.69,2375.74,2352.72,0.37
2017-05-17,2357.03,2382.95,2384.87,2356.21,-1.82
2017-05-16,2400.67,2404.55,2405.77,2396.05,-0.07
2017-05-15,2402.32,2393.98,2404.05,2393.94,0.48
2017-05-12,2390.9,2392.44,2392.44,2387.19,-0.15
2017-05-11,2394.44,2394.84,2395.72,2381.74,-0.22
2017-05-10,2399.63,2396.79,2399.74,2392.79,0.11
2017-05-09,2396.92,2401.58,2403.87,2392.44,-0.1
2017-05-08,2399.38,2399.94,2401.36,2393.92,0.0
2017-05-05,2399.29,2392.37,2399.29,2389.38,0.41
